artist.hotttnesss,artist.id,artist.name,artist_mbtags,artist_mbtags_count,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,latitude,location,longitude,loudness,mode,mode_confidence,release.id,release.name,similar,song.hotttnesss,song.id,start_of_fade_out,tatums_confidence,tatums_start,tempo,terms,terms_freq,time_signature,time_signature_confidence,title,year,,,,,
0.393121934,ARLGWFM1187FB4AC9F,Scarlet's Remains,,0.0,379,0.73465,268,0.28881,198.73914,0.0,0.527865076,7.0,673,34.05349,California - LA,-118.24532,-7469,1,579,709879,The Palest Grey,ARNM1OG1187FB3DE32,0.450992312,SOMSBGZ12AB018C4CB,193016,461,0.14044,115061,alternative dance,0.974033549,4.0,731,Spin,2007,,,,,
0.467538444,ARWYVP51187B98C516,The Suicide Machines,,0.0,987,0.90181,471,0.38075,95.68608,0.0,0.668674533,2.0,421,42.33168,"Detroit, MI",-83.04792,-2022,1,589,706005,A Match & Some Gasoline,ARGAFOR11F50C47F57,0.528782481,SONYRZV12AB018AF70,87806,0.84,0.12215,115887,alternative dance,1.0,4.0,744,Burning In The Aftermath,2003,,,,,
0.735765693,ARFCUN31187B9AD578,The Rolling Stones,british,4.0,797,0.15016,797,0.15016,271.49016,171,0.814829656,9.0,301,51.50632,"London, England",-0.12714,-10358,0,392,42595,Jump Back - The Best Of The Rolling Stones_ '71-'93,ARSAIUN1187FB398D3,0.83449262,SONQBUB12A6D4F8ED0,263784,18,0.15016,139333,alternative dance,0.999983058,1.0,0.0,Angie (1993 Digital Remaster),0,,,,,
0.350078579,AR6YDKV1187B989230,Roberto Torres,,0.0,16,0.86592,917,0.34973,226.66404,311,0.482356043,0.0,863,37.15735675013362,Not available,-63.933357868519515,-12716,1,671,782470,Lo Mejor con La Orq. Broadway,AR1PNWN1187FB4A404,0.0,SOHGKJW12AC468A8BD,219.51,646,0.34973,117271,alternative dance,1.0,4.0,453,Sabor Guajiro,0,,,,,
0.442765842,ARV1JVD1187B9AD195,Loudon Wainwright III,easy listening soundtracks and musicals,1.0,77,1.56662,799,0.37554,190.48444,258,0.661080168,3.0,544,35.91463,"Chapel Hill, NC",-79.05661,-15663,1,596,28723,Grown Man,ARYXGMM1187B9AC285,0.510119314,SOINBCU12A6D4F94C0,177029,537,0.37554,102428,alternative dance,1.0,4.0,496,Human Cannonball,1995,,,,,
0.466628889,AR7TTS41187B9B42D3,R.L. Burnside,delta blues,1.0,2,0.93659,885,275,277.78567,0.24,0.701180874,2.0,0.0,34.36401,"Oxford, MS",-89.51877,-6944,1,0.0,557761,A Bothered Mind,AR3KUCG1187B9A0BEA,0.482137585,SOTWVQT12A58A79650,267453,963,275,89984,alternative dance,0.980350471,4.0,0.0,Glory Be,2004,,,,,
0.544257506,ART3O5Z1187B9AB043,Stevie Ray Vaughan,jazz and blues,1.0,8,0.74277,1.0,0.2077,248.78975,183,0.73379894,1.0,754,32.77815,"Dallas, TX",-96.7954,-7805,1,597,417945,Greatest Hits,ARZBUQ41187FB39D29,,SOTSEJY12AB0180F56,246.19,867,0.2077,116721,alternative dance,0.999791772,4.0,522,Crossfire,1992,,,,,
0.452817838,AR5U94U1187FB5CDCF,John Hammond,folk,1.0,58,0.32071,651,0.32071,195.3171,0.0,0.590692918,7.0,0.98,37.15735675013362,Not available,-63.933357868519515,-10.7,1,753,575531,Bluesman,ARWBYRS1187FB3DE02,,SOTSETT12AB01863B8,187617,672,0.32071,123142,alternative dance,1.0,4.0,678,I Can't Be Satisfied,2002,,,,,
0.394217199,ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,dance and electronica,1.0,2,0.74575,706,0.32409,175.72526,734,0.665322162,0.0,522,37.15735675013362,Not available,-63.933357868519515,-10.93,1,474,234425,Etiquette,AREX9GE1187FB41987,0.785892288,SOTUNMH12A6D4FA3E6,168699,1.0,0.11431,141919,alternative dance,0.877629027,4.0,445,Nashville Parthenon,2006,,,,,
0.33457736,AR6IRG41187B9A4D98,Ec8or,,0.0,24,0.47086,0.0,0.47086,217.23383,1042,0.50407567,10.0,5,52.51607,"Berlin, Germany",13.37698,-9493,0,305,505301,Ec8or,AR3TG3X1187FB4D577,,SOEPPKB12AB018418B,213496,283,0.15342,95596,alternative dance,1.0,4.0,1.0,Cocain Ducks,1995,,,,,
0.479308459,ARS1OWB1187B99EEAD,The New York Dolls,punk,1.0,877,0.12284,877,0.12284,344.05832,68,0.717670525,11.0,425,37.15735675013362,"New York, NY",-63.933357868519515,-9253,1,486,74655,Too Much Too Soon,AR9B5JX1187FB55D84,0.561692411,SOGKIWV12A6D4F86C4,335029,0.56,0.12284,154953,alternative dance,0.998786077,1.0,0.0,Human Being,1974,,,,,
0.427914247,ARGMXQW1187FB54C34,Eliane Elias,brazilian,1.0,68,2.90946,675,0.14772,251.42812,71,0.669726188,7.0,391,-23.56287,"Sao Paulo, Brazil",-46.65466,-12009,1,319,322532,Bossa Nova Stories,ARCXKY91187B9ACA99,0.43483809,SOPHYIS12AAF3B35A3,237598,228,0.14772,86091,alternative dance,1.0,5.0,551,The More I See You,2009,,,,,
0.412240601,AROEL1B1187B988B90,Lost Boyz,american,1.0,267,0.34237,1.0,0.34237,269.7922,218,0.569741152,7.0,715,37.15735675013362,"South Jamaica, Queens",-63.933357868519515,-11043,1,614,14592,Love_ Peace & Nappiness,ARE352A1187FB40607,0.405115722,SOFHBAR12A6701D0FE,257416,466,0.34237,90218,alternative dance,1.0,4.0,1.0,Certain Things We Do,1997,,,,,
0.40439264,AR8W8DN1187FB35ED0,The Germs,los angeles,1.0,276,0.05314,276,0.05314,206.05342,0.0,0.640048357,11.0,641,34.05349,"Los Angeles, CA",-118.24532,-11506,0,597,515081,Germicide,ARNFTGS1187B9A465F,,SOCPRKM12AB018A2FD,206053,0.48,0.05314,133144,alternative dance,1.0,1.0,0.0,Forming,1977,,,,,
0.383475745,ARUWLCL1187FB549B8,Yamandu Costa,,0.0,599,0.31943,462,0.02559,190.04036,0.0,0.397772876,2.0,105,37.15735675013362,Not available,-63.933357868519515,-14179,1,433,765750,MafuA!,AR9RJJI1187B9930AB,,SOFGHAM12AB0186412,176924,626,0.02559,205317,alternative dance,1.0,4.0,0.0,MafuA!,0,,,,,
0.500691341,AR3793X1187FB50CB3,Chris Rea,rock,1.0,386,0.42366,0.0,0.0889,241162,549,0.643182773,9.0,222,37.15735675013362,"Middlesbrough, England",-63.933357868519515,-8531,1,403,17220,The Road To Hell Part 2,ARFWLXM1187B9B5EE5,0.767727748,SODHVES12A6701CE6B,230342,587,0.0889,180149,alternative dance,0.961375214,4.0,0.0,Driving Home For Christmas,1986,,,,,
0.338414819,ARINEWW1187FB5577E,Perrey And Kingsley,,0.0,102,0.49054,0.0,0.49054,122.64444,0.99,0.411421048,0.0,0.61,37.15735675013362,Not available,-63.933357868519515,-8541,0,489,617077,Vanguard Visionaries,ARMNSQF1187FB57CB7,0.43483809,SOXIATP12AAF3B2184,109627,411,0.05812,102538,alternative dance,0.947930118,4.0,869,Spooks In Space,1966,,,,,
0.523699078,ARDGB6U1187FB3AD07,Eurythmics,british,2.0,453,8.99358,777,2.31778,207.0722,2583,0.75100762,0.0,442,51.50632,"London, England",-0.12714,-6629,1,371,278999,Be Yourself Tonight,ARGE7G11187FB37E05,0.38293509,SOGNQWU12A8AE4868F,202757,516,2.31778,84164,alternative dance,0.947914829,4.0,853,Tous Les GarASSons Et Les Filles,1985,,,,,
0.266275286,ARNIFX51187FB418EA,Xcultures,,0.0,23,1.21595,1.0,0.25377,273.52771,2177,0.400433514,1.0,652,37.15735675013362,Not available,-63.933357868519515,-6305,1,694,466577,One World One People,AREI7EO1187B98BE33,0.199238262,SOHMMMC12AB0181C42,268893,641,0.25377,125013,alternative metal,0.942755424,4.0,1.0,Sudanese Dance,2000,,,,,
0.337507289,ARCCRTI11F4C845308,White Heart,,0.0,0.0,0.36873,443,0.36873,298.84036,19093,0.477364753,5.0,596,37.15735675013362,Not available,-63.933357868519515,-9998,1,567,148547,Tales Of Wonder,ARIYJXD1187B98C70E,0.265861049,SOVJXVJ12A8C13517D,289.46,0.0,0.16818,113277,alternative metal,1.0,4.0,872,Where The Thunder Roars (Tales Of Wonder Album Version),0,,,,,
0.36366811,ARNVH8S1187FB52F86,Heavy D / McGruff,,0.0,36,0.98426,883,0.36334,161.38404,165,0.617870116,5.0,665,18.11526,"Jamaica, West Indies",-77.27348,-9161,0,606,423012,Waterbed Hev,ARX1QYS1187B9A1F82,0.237733942,SOFZCTA12AB0188D8F,161384,262,0.05327,96979,alternative metal,0.892334368,4.0,895,Wanna Be A Player,1997,,,,,
0.579988982,ARNLO5S1187B9B80CC,Van Halen,classic pop and rock,1.0,812,0.34761,812,0.34761,209.29261,0.0,0.744641246,8.0,455,37.15735675013362,"Pasadena, CA",-63.933357868519515,-4865,1,0.48,7133,The Best Of Both Worlds,ARZK3VD1187B99EB47,0.82448213,SOLRYQR12A670215BF,206623,775,0.14268,140995,alternative metal,0.999932033,1.0,0.41,Panama (Remastered Album Version),0,,,,,
1.005941966,ARTDQRC1187FB4EFD4,Black Eyed Peas,pop and chart,1.0,933,1.1904,692,0.63902,229.61587,0.0,0.845601887,11.0,205,37.15735675013362,"Los Angeles, CA",-63.933357868519515,-4882,0,332,358442,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,ARV4KO21187FB38008,0.624425493,SOCHRXB12A8AE48069,213664,0.41,0.36332,105206,alternative metal,1.0,4.0,1.0,Let's Get It Started,2004,,,,,
0.598458501,ARK9TRQ1187B99C095,Nine Inch Nails,industrial rock,7.0,18,1.76242,1.0,0.80838,426.89261,286,0.905776889,0.0,0.05,41.50471,"Cleveland, OH",-81.69074,-12951,0,395,15567,Things Falling Apart,ARC4K2E1187B9B6FDA,0.635536649,SOKBBXO12A6701DEA0,399.9,1.0,0.33137,63017,alternative metal,0.999945289,4.0,378,Metal,2000,,,,,
0.479407676,ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,seen live,2.0,23,0.85641,277,0.44094,269.26975,3889,0.694021648,9.0,52,37.15735675013362,Not available,-63.933357868519515,-11751,0,142,413222,Your Funeral... My Trial (2009 Digital Remaster),AR1XD261187B9ACF9B,,SOWHYUG12A58A77FAB,262798,495,0.23321,144603,alternative metal,1.0,4.0,0.0,She Fell Away (2009 Digital Remaster),0,,,,,
0.139247394,ARMBYRO1187FB57419,Nadine Renee,,0.0,319,0.50432,0.0,0.14912,249.41669,647,0.408389022,2.0,883,37.15735675013362,Not available,-63.933357868519515,-6693,1,728,80578,Oasis of Love,ARBKGAY1187B98DEBE,0.198785349,SOYSTDI12A6D4F6500,238434,662,0.14912,167.92,alternative metal,1.0,4.0,0.75,Next Time,0,,,,,
0.389100776,ARWY7I71187FB36C3D,Lesley Gore,classic pop and rock,1.0,1.0,0.06727,1.0,0.06727,136.48934,229,0.606925359,9.0,386,40.71455,"New York, NY",-74.00712,-9091,1,632,26902,60's Triple set,ARAJPHH1187FB5566A,,SOOOROX12A6D4F8400,130026,782,0.06727,129122,alternative metal,1.0,1.0,0.0,It's My Party,1963,,,,,
0.322485106,AR6Y22S1187B99906F,Smartbomb,,0.0,9,0.64544,1.0,0.19348,233.27302,386,0.562463784,0.0,0.53,37.15735675013362,Not available,-63.933357868519515,-2658,1,501,633532,Yeah.  Well_ Anyway....,ARJ8IIY1187B992734,0.0,SONSPZE12AB01819CE,231178,0.89,0.19348,132022,alternative metal,0.981267204,4.0,782,Complicate It,2001,,,,,
0.335651839,ARI5P4N1187FB3F44D,Suburbs,,0.0,0.87,302,0.87,302,187.24526,107,0.481004583,1.0,842,37.15735675013362,Minnesota,-63.933357868519515,-4.42,1,721,435830,Un Titre de Toune,ARWCDXY1187B989346,0.249065795,SOHWGFU12AB017B036,178625,598,0.13943,183.92,alternative metal,0.939709535,1.0,63,Monde De Fou,2005,,,,,
0.453391186,ARYPWUK1187B98ACED,Emperor,,0.0,47,0.73058,0.0,0.73058,72.61995,0.0,0.742963152,9.0,0.0,64.55653,Norway,12.66538,-11051,0,0.0,495734,Live Inferno,ARLSF8H1187B9A76B0,,SOQQVQJ12AB0185192,68365,202,0.56271,89867,alternative metal,1.0,4.0,476,Opus a Satana (Part 2),0,,,,,
0.364384925,ARW63KF1187B98AC48,Julien Clerc,french,1.0,259,1.21926,707,0.19064,272.63955,2775,0.58547954,2.0,633,46.71067,FR,1.71819,-9.97,1,605,664484,Vendredi 13 - 1981,ARLZ6BF1187FB3DD6A,,SODRHHD12AB0189F2A,272.64,128,0.19064,119896,alternative metal,1.0,5.0,921,This Melody (Live),0,,,,,
0.481024239,AR8H87D1187FB3A841,Glen Campbell,classic pop and rock,1.0,153,0.09896,1.0,0.09896,142.75873,218,0.67159627,1.0,0.62,34.03142,"Delight, AR",-93.50243,-11335,0,814,112851,Unconditional Love,ARGIABO1187FB4B3B5,,SOQGFVO12A8C13C8C3,135546,614,0.09896,137.29,alternative metal,0.970825545,4.0,0.0,I'm Gone This Time,0,,,,,
0.343281882,ARLWR721187B9A03C9,T.G. Sheppard,,0.0,635,0.52519,635,0.52519,194.11546,89,0.449323615,5.0,1.0,35.82213,"Humboldt, TN",-88.91599,-15581,1,886,200689,The Very Best Of,ARGIABO1187FB4B3B5,0.382723281,SORABMD12A8C136672,182729,479,0.15887,82343,alternative metal,0.998410062,1.0,387,You Feel Good All Over,2002,,,,,
0.386669092,ARF4V431187FB3AA41,Slim Whitman,,0.0,0.52,1.87142,431,0.61665,195.91791,165,0.51644378,3.0,883,27.94653,"Tampa, FL",-82.45927,-11.98,1,735,682725,Country Lovers. Vol. 3,AR0IVGJ1187FB55D61,,SOTUBVH12AB018D2EC,192087,444,0.20411,91487,alternative metal,1.0,4.0,0.0,Indian Love Call,1990,,,,,
0.538070295,ARBGWMW1187B9AEA3E,Savage Garden,australian,3.0,83,3.56292,489,0.22888,118.33424,0.0,0.728209707,9.0,0.0,37.15735675013362,CA,-63.933357868519515,-11215,0,0.0,287804,Affirmation,ARQM3CJ1187B9B7AD1,,SOMQAGT12A8C132DB4,118334,105,0.22888,84.69,alternative metal,0.896826245,5.0,678,You Can Still Be Free,1999,,,,,
0.552413346,AR6G4V01187B9AD086,Queens Of The Stone Age,stoner rock,3.0,2,0.68393,1.0,0.15338,288.41751,113,0.798645179,2.0,0.08,37.15735675013362,Not available,-63.933357868519515,-8165,1,665,220917,Lullabies To Paralyze,ARRP8TZ1187B98DB84,0.725121284,SOKLLOH12A67020F2C,279179,1.0,0.15338,115606,alternative metal,0.920686051,4.0,0.0,I Never Came,2005,,,,,
0.347598889,ARVQ4QM1187B98AD95,Hank Penny & The Lincoln Penny Orchestra,,0.0,0.0,0.14694,0.0,0.14694,123.21914,1001,0.445854631,7.0,278,33.52029,"Birmingham, AL",-86.8115,-12.69,0,482,629785,It's War Again,ARZRHS51187FB47767,,SONRLQH12AB017C232,118079,599,0.14694,126523,alternative metal,1.0,1.0,0.0,Dixie,0,,,,,
0.398547535,AR9AM2N1187B9AD2F1,Inspiral Carpets,madchester,2.0,0.02,0.72006,779,0.18905,283.76771,0.0,0.605109702,2.0,823,53.4796,"Manchester, England",-2.24881,-8.7,1,0.69,11305,The Singles,ARPATQ21187B9ACAFC,0.665172241,SODDZAD12A6701DC4C,271.83,1.0,0.18905,113677,alternative metal,0.99732938,4.0,1.0,Commercial Reign,1990,,,,,
0.421415103,AR9XEVF1187B99D017,Borialis,,0.0,69,1.76995,725,0.38749,239.3073,182,0.454043995,2.0,569,37.15735675013362,Not available,-63.933357868519515,-5758,1,601,4967,What You Thought You Heard,AR7NMRP1187B99879F,0.554654768,SORENXV12A6701F61F,220264,542,0.04274,86938,alternative metal,0.92892821,4.0,222,Hourglass,0,,,,,
0.404182207,ARCFOZ71187FB43A0D,The Dirty Skirts,durban,1.0,0.07,0.55647,1.0,0.13404,206.75873,96,0.543516131,0.0,613,37.15735675013362,Not available,-63.933357868519515,-4907,1,656,325335,Daddy Don't Disco,ARNB49G1187FB40678,0.304169503,SOYMMDY12AB01825B2,193115,843,0.13404,141936,alternative metal,1.0,4.0,634,Wake,0,,,,,
0.313569343,ARHFEBO11F50C4825A,Flor Silvestre,,0.0,613,0.24456,613,0.24456,134.81751,0.0,0.42054585,11.0,847,37.15735675013362,Not available,-63.933357868519515,-8133,1,646,82932,15 Exitos Vol. 2 Flor Silvestre,ARTHFSQ12454A434C4,,SOJWQIP12A6D4F710A,130723,0.0,0.24456,106049,alternative metal,1.0,1.0,0.0,Caricia Y Herida,0,,,,,
0.148985481,AR107SB1187B9A79F9,BA(c)zu,,0.0,275,1.1332,847,0.66297,285.64853,397,0.373850623,8.0,508,37.15735675013362,"BA(c)zu, comme Superdupont, ne connait qu&#039;un pays : la France !",-63.933357868519515,-9093,1,343,401583,"Le top du pA""re NAPel",ARRPPEU1187FB54D2B,,SOOVOKS12AB017EE57,274727,647,0.42645,126.88,alternative metal,1.0,4.0,0.0,Le tortillard,0,,,,,
0.493566843,ARXWAQQ1187B9AE954,Redman,soul and reggae,1.0,58,2.95336,579,0.65164,124.18567,0.0,0.743129776,1.0,74,37.15735675013362,"Newark, NJ",-63.933357868519515,-10296,0,492,8552,Malpractice,AR05OJD1187B9B99A6,0.57010593,SORWHWY12A6702038E,121005,0.0,0.16161,85008,alternative metal,1.0,5.0,1.0,WKYA (drop),2001,,,,,
0.31781096,ARL6XZC1187FB3936E,Solistiyhtye Suomi,finnish,1.0,0.0,0.14324,0.0,0.14324,134.08608,4441,0.13818761,4.0,718,37.15735675013362,Not available,-63.933357868519515,-12839,0,674,217058,20 Suosikkia / Rilluttele yAP,ARW1WST1187FB384DA,,SOGYYLE12A8C13E5EA,130.38,0.0,0.14324,133699,alternative metal,1.0,1.0,0.0,TerA$?slintu,0,,,,,
0.331090126,ARSDSMG1187B98CB59,Eddie Cantor,,0.0,0.71,0.23005,0.71,0.23005,155.61098,154,0.416141023,11.0,599,40.71455,"New York, NY",-74.00712,-13.71,1,517,489673,The Fabulous Eddie Cantor,ARRL2QH1187B9AC814,,SOITUXQ12AB0183AE9,150.75,1.0,0.23005,118975,alternative metal,1.0,1.0,3,Now's The Time To Fall In Love,0,,,,,
0.349192218,AR3WMW01187B9921F7,Schizoid,,0.0,104,0.94655,141,0.35387,275.40853,0.0,0.495559652,9.0,376,37.15735675013362,Not available,-63.933357868519515,-2119,1,334,475992,Grim Prospects Remixes - Grim Prospects Will Never End,ARP5GN61187FB5B1A3,,SOTWEZZ12A8C142B60,272556,826,0.35387,102408,alternative metal,1.0,4.0,395,Grim Prospects (Gross Prospects - Bad Trip Remix),0,,,,,
0.316354001,AR3C3C01187B98E800,Kai Winding,,0.0,43,1.38242,761,0.33359,223.4771,291,0.430538907,0.0,0.0,56153,"Aarhus, Denmark",10.20452,-14438,1,138,495041,The Incredible Kai Winding Trombones,ARE7JKW1187FB4A7CA,0.0,SOUVRGZ12A58A77F90,220026,783,0.33359,112006,alternative metal,0.942971915,4.0,844,Mangos,1961,,,,,
0.317833879,ARDD9UN1187B98D3A7,Sonny Simmons,,0.0,0.99,10.84083,0.0,1.34066,443.24526,0.23,0.428375417,1.0,0.0,31.84666,"Sicily Island, LA",-91657,-13002,1,51,225610,Staying on the Watch,ARCNR3E1187B9B7030,0.270775999,SOBLTSM12A6D4F9EEA,430736,703,0.33736,45527,alternative metal,0.985270123,4.0,0.0,A Distant Voice,0,,,,,
0.345751247,ARJGNV61187B98F3B5,Mira,,0.0,159,1.66153,848,0.96449,177.81506,554,0.545110951,4.0,695,37.15735675013362,"Tallahassee, FL",-63.933357868519515,-12004,1,673,473710,Openbare Weg,AR9U1SA1187B9940C1,,SOUQVUD12A8C142DCE,167.48,859,0.61541,85621,alternative metal,0.893803057,4.0,612,Openbare Weg,2006,,,,,
0.277561738,ARSVI4L1187B996181,Citizen Kaned,,0.0,148,1.59705,0.0,0.49298,385.33179,3048,0.483339422,8.0,822,37.15735675013362,Not available,-63.933357868519515,-8.37,0,503,710902,Tip World Singles 2000,ARZPSGI1187B9994D3,,SOCRPDR12AB0185B75,382647,168,0.07835,108061,alternative metal,0.961490955,4.0,1.0,President Johnson,2000,,,,,
0.432011947,ARVJ0JK1187B98C9C0,The Brooklyn Tabernacle Choir,,0.0,233,0.95031,0.0,0.38454,324.44036,0.0,0.559278494,7.0,558,37.15735675013362,Not available,-63.933357868519515,-11829,1,718,341940,Praise Him...Live!,ARSA3561187FB58C37,0.405115722,SOXVBVL12AF72A600C,312239,0.0,0.38454,216195,alternative metal,1.0,5.0,1.0,Lead Me Lord,1995,,,,,
0.325148571,AR4PCIG1187B98D07D,Ellen McIlwaine,singer-songwriter,1.0,93,0.8598,616,0.41287,275.12118,0.34,0.438887475,7.0,699,36.16778,"Nashville, TN",-86.77836,-6.29,1,527,766444,Spontanous Combustion,ARJKCI01187FB4EA22,0.242741879,SOIQHDR12AB01896C8,272933,741,0.41287,132428,alternative metal,0.949727911,4.0,281,Spontanous Combustion,0,,,,,
0.414892612,AR1RHCO1187B9AF0BF,Vince Guaraldi / Bola Sete,,0.0,79,0.15435,0.0,0.15435,294.66077,864,0.57810363,5.0,238,37.77916,"San Francisco, CA",-122.42005,-15761,0,0.07,432406,From All Sides,ARLKR161187FB50694,0.386790177,SODLSHA12AAF3B29F2,282564,513,0.15435,168307,alternative metal,1.0,4.0,0.0,Choro,0,,,,,
0.391585329,AR1X2H01187B98CCF2,Maurice Chevalier,french,1.0,45,0.56594,662,0.14386,193.20118,497,0.502453177,0.0,371,37.15735675013362,"Menilmontant, France",-63.933357868519515,-27433,1,484,546663,Maurice Chevalier  The Essential Collection Vol 1,ARMC5XS1187B9A836B,,SOAGHMH12AB0180285,190003,0.21,0.14386,140956,alternative metal,1.0,7.0,866,Ma Louise,0,,,,,
0.384184259,ARBQBZV1187B99D29E,Carl Cox Vs Yousef,uk,1.0,53,0.6235,1.0,0.16237,357.82485,131,0.541975108,1.0,485,37.15735675013362,Not available,-63.933357868519515,-5701,1,427,548374,Dave Pearce Best of the Dance Years 1988 - 1992,ARRYBYF1187FB3929E,0.511254835,SORAVUP12AB018556E,353785,1.0,0.16237,130016,alternative metal,0.947705021,5.0,1.0,I Want You (Forever),1991,,,,,
0.412671631,AR9ODB41187FB459B2,Organized Konfusion,group,1.0,5,0.41054,1.0,0.0684,198.3473,201,0.683719468,11.0,306,37.15735675013362,"SPRINGFIELD, Virginia",-63.933357868519515,-8709,0,0.22,704183,The Equinox,ARM2EJV1187B98EA13,0.460484845,SOFXNQP12AB0184F1A,182184,603,0.0684,175769,alternative metal,1.0,4.0,0.7,Hate,1997,,,,,
0.628246419,ARF3GX71187FB3EB66,Martina McBride,country,2.0,82,0.2688,871,0.2688,261.95546,0.0,0.614870934,7.0,0.96,37.15735675013362,"Medicine Lodge, KS",-63.933357868519515,-13627,1,634,307618,Timeless,ARMH4YI1187FB3F45E,0.488289876,SOGQTRZ12A8C13C8B0,253452,799,0.2688,100194,alternative metal,0.939349522,3.0,1.0,I Can't Stop Loving You,2005,,,,,
