artist.hotttnesss,tempo,familiarity,duration,loudness,terms,mode,key,year,title,artist.name,artist_mbtags,artist_mbtags_count,bars_confidence,bars_start,beats_confidence,beats_start,key_confidence,end_of_fade_in,latitude,location,longitude,mode_confidence,release.id,release.name,similar,song.hotttnesss,song.id,start_of_fade_out,tatums_confidence,tatums_start,terms_freq,time_signature,time_signature_confidence,artist.id
0.479407676,144603,0.694021648,269.26975,-11751,Metal,0,9.0,0,She Fell Away (2009 Digital Remaster),Nick Cave & The Bad Seeds,seen live,2.0,23,0.85641,277,0.44094,52,3889,37.15735675013362,Not available,-63.933357868519515,142,413222,Your Funeral... My Trial (2009 Digital Remaster),AR1XD261187B9ACF9B,,SOWHYUG12A58A77FAB,262798,495,0.23321,1.0,4.0,0.0,ARODBRG1187FB3FD99
0.139247394,167.92,0.408389022,249.41669,-6693,Metal,1,2.0,0,Next Time,Nadine Renee,,0.0,319,0.50432,0.0,0.14912,883,647,37.15735675013362,Not available,-63.933357868519515,728,80578,Oasis of Love,ARBKGAY1187B98DEBE,0.198785349,SOYSTDI12A6D4F6500,238434,662,0.14912,1.0,4.0,0.75,ARMBYRO1187FB57419
0.389100776,129122,0.606925359,136.48934,-9091,Metal,1,9.0,1963,It's My Party,Lesley Gore,classic pop and rock,1.0,1.0,0.06727,1.0,0.06727,386,229,40.71455,"New York, NY",-74.00712,632,26902,60's Triple set,ARAJPHH1187FB5566A,,SOOOROX12A6D4F8400,130026,782,0.06727,1.0,1.0,0.0,ARWY7I71187FB36C3D
0.322485106,132022,0.562463784,233.27302,-2658,Metal,1,0.0,2001,Complicate It,Smartbomb,,0.0,9,0.64544,1.0,0.19348,0.53,386,37.15735675013362,Not available,-63.933357868519515,501,633532,Yeah.  Well_ Anyway....,ARJ8IIY1187B992734,0.0,SONSPZE12AB01819CE,231178,0.89,0.19348,0.981267204,4.0,782,AR6Y22S1187B99906F
0.335651839,183.92,0.481004583,187.24526,-4.42,Metal,1,1.0,2005,Monde De Fou,Suburbs,,0.0,0.87,302,0.87,302,842,107,37.15735675013362,Minnesota,-63.933357868519515,721,435830,Un Titre de Toune,ARWCDXY1187B989346,0.249065795,SOHWGFU12AB017B036,178625,598,0.13943,0.939709535,1.0,63,ARI5P4N1187FB3F44D
0.453391186,89867,0.742963152,72.61995,-11051,Metal,0,9.0,0,Opus a Satana (Part 2),Emperor,,0.0,47,0.73058,0.0,0.73058,0.0,0.0,64.55653,Norway,12.66538,0.0,495734,Live Inferno,ARLSF8H1187B9A76B0,,SOQQVQJ12AB0185192,68365,202,0.56271,1.0,4.0,476,ARYPWUK1187B98ACED
0.364384925,119896,0.58547954,272.63955,-9.97,Metal,1,2.0,0,This Melody (Live),Julien Clerc,french,1.0,259,1.21926,707,0.19064,633,2775,46.71067,FR,1.71819,605,664484,Vendredi 13 - 1981,ARLZ6BF1187FB3DD6A,,SODRHHD12AB0189F2A,272.64,128,0.19064,1.0,5.0,921,ARW63KF1187B98AC48
0.481024239,137.29,0.67159627,142.75873,-11335,Metal,0,1.0,0,I'm Gone This Time,Glen Campbell,classic pop and rock,1.0,153,0.09896,1.0,0.09896,0.62,218,34.03142,"Delight, AR",-93.50243,814,112851,Unconditional Love,ARGIABO1187FB4B3B5,,SOQGFVO12A8C13C8C3,135546,614,0.09896,0.970825545,4.0,0.0,AR8H87D1187FB3A841
0.343281882,82343,0.449323615,194.11546,-15581,Metal,1,5.0,2002,You Feel Good All Over,T.G. Sheppard,,0.0,635,0.52519,635,0.52519,1.0,89,35.82213,"Humboldt, TN",-88.91599,886,200689,The Very Best Of,ARGIABO1187FB4B3B5,0.382723281,SORABMD12A8C136672,182729,479,0.15887,0.998410062,1.0,387,ARLWR721187B9A03C9
0.386669092,91487,0.51644378,195.91791,-11.98,Metal,1,3.0,1990,Indian Love Call,Slim Whitman,,0.0,0.52,1.87142,431,0.61665,883,165,27.94653,"Tampa, FL",-82.45927,735,682725,Country Lovers. Vol. 3,AR0IVGJ1187FB55D61,,SOTUBVH12AB018D2EC,192087,444,0.20411,1.0,4.0,0.0,ARF4V431187FB3AA41
0.538070295,84.69,0.728209707,118.33424,-11215,Metal,0,9.0,1999,You Can Still Be Free,Savage Garden,australian,3.0,83,3.56292,489,0.22888,0.0,0.0,37.15735675013362,CA,-63.933357868519515,0.0,287804,Affirmation,ARQM3CJ1187B9B7AD1,,SOMQAGT12A8C132DB4,118334,105,0.22888,0.896826245,5.0,678,ARBGWMW1187B9AEA3E
0.552413346,115606,0.798645179,288.41751,-8165,Metal,1,2.0,2005,I Never Came,Queens Of The Stone Age,stoner rock,3.0,2,0.68393,1.0,0.15338,0.08,113,37.15735675013362,Not available,-63.933357868519515,665,220917,Lullabies To Paralyze,ARRP8TZ1187B98DB84,0.725121284,SOKLLOH12A67020F2C,279179,1.0,0.15338,0.920686051,4.0,0.0,AR6G4V01187B9AD086
0.347598889,126523,0.445854631,123.21914,-12.69,Metal,0,7.0,0,Dixie,Hank Penny & The Lincoln Penny Orchestra,,0.0,0.0,0.14694,0.0,0.14694,278,1001,33.52029,"Birmingham, AL",-86.8115,482,629785,It's War Again,ARZRHS51187FB47767,,SONRLQH12AB017C232,118079,599,0.14694,1.0,1.0,0.0,ARVQ4QM1187B98AD95
0.398547535,113677,0.605109702,283.76771,-8.7,Metal,1,2.0,1990,Commercial Reign,Inspiral Carpets,madchester,2.0,0.02,0.72006,779,0.18905,823,0.0,53.4796,"Manchester, England",-2.24881,0.69,11305,The Singles,ARPATQ21187B9ACAFC,0.665172241,SODDZAD12A6701DC4C,271.83,1.0,0.18905,0.99732938,4.0,1.0,AR9AM2N1187B9AD2F1
0.421415103,86938,0.454043995,239.3073,-5758,Metal,1,2.0,0,Hourglass,Borialis,,0.0,69,1.76995,725,0.38749,569,182,37.15735675013362,Not available,-63.933357868519515,601,4967,What You Thought You Heard,AR7NMRP1187B99879F,0.554654768,SORENXV12A6701F61F,220264,542,0.04274,0.92892821,4.0,222,AR9XEVF1187B99D017
0.404182207,141936,0.543516131,206.75873,-4907,Metal,1,0.0,0,Wake,The Dirty Skirts,durban,1.0,0.07,0.55647,1.0,0.13404,613,96,37.15735675013362,Not available,-63.933357868519515,656,325335,Daddy Don't Disco,ARNB49G1187FB40678,0.304169503,SOYMMDY12AB01825B2,193115,843,0.13404,1.0,4.0,634,ARCFOZ71187FB43A0D
0.313569343,106049,0.42054585,134.81751,-8133,Metal,1,11.0,0,Caricia Y Herida,Flor Silvestre,,0.0,613,0.24456,613,0.24456,847,0.0,37.15735675013362,Not available,-63.933357868519515,646,82932,15 Exitos Vol. 2 Flor Silvestre,ARTHFSQ12454A434C4,,SOJWQIP12A6D4F710A,130723,0.0,0.24456,1.0,1.0,0.0,ARHFEBO11F50C4825A
0.148985481,126.88,0.373850623,285.64853,-9093,Metal,1,8.0,0,Le tortillard,BA(c)zu,,0.0,275,1.1332,847,0.66297,508,397,37.15735675013362,"BA(c)zu, comme Superdupont, ne connait qu&#039;un pays : la France !",-63.933357868519515,343,401583,"Le top du pA""re NAPel",ARRPPEU1187FB54D2B,,SOOVOKS12AB017EE57,274727,647,0.42645,1.0,4.0,0.0,AR107SB1187B9A79F9
0.493566843,85008,0.743129776,124.18567,-10296,Metal,0,1.0,2001,WKYA (drop),Redman,soul and reggae,1.0,58,2.95336,579,0.65164,74,0.0,37.15735675013362,"Newark, NJ",-63.933357868519515,492,8552,Malpractice,AR05OJD1187B9B99A6,0.57010593,SORWHWY12A6702038E,121005,0.0,0.16161,1.0,5.0,1.0,ARXWAQQ1187B9AE954
0.31781096,133699,0.13818761,134.08608,-12839,Metal,0,4.0,0,TerA$?slintu,Solistiyhtye Suomi,finnish,1.0,0.0,0.14324,0.0,0.14324,718,4441,37.15735675013362,Not available,-63.933357868519515,674,217058,20 Suosikkia / Rilluttele yAP,ARW1WST1187FB384DA,,SOGYYLE12A8C13E5EA,130.38,0.0,0.14324,1.0,1.0,0.0,ARL6XZC1187FB3936E
0.331090126,118975,0.416141023,155.61098,-13.71,Metal,1,11.0,0,Now's The Time To Fall In Love,Eddie Cantor,,0.0,0.71,0.23005,0.71,0.23005,599,154,40.71455,"New York, NY",-74.00712,517,489673,The Fabulous Eddie Cantor,ARRL2QH1187B9AC814,,SOITUXQ12AB0183AE9,150.75,1.0,0.23005,1.0,1.0,3,ARSDSMG1187B98CB59
0.349192218,102408,0.495559652,275.40853,-2119,Metal,1,9.0,0,Grim Prospects (Gross Prospects - Bad Trip Remix),Schizoid,,0.0,104,0.94655,141,0.35387,376,0.0,37.15735675013362,Not available,-63.933357868519515,334,475992,Grim Prospects Remixes - Grim Prospects Will Never End,ARP5GN61187FB5B1A3,,SOTWEZZ12A8C142B60,272556,826,0.35387,1.0,4.0,395,AR3WMW01187B9921F7
0.316354001,112006,0.430538907,223.4771,-14438,Metal,1,0.0,1961,Mangos,Kai Winding,,0.0,43,1.38242,761,0.33359,0.0,291,56153,"Aarhus, Denmark",10.20452,138,495041,The Incredible Kai Winding Trombones,ARE7JKW1187FB4A7CA,0.0,SOUVRGZ12A58A77F90,220026,783,0.33359,0.942971915,4.0,844,AR3C3C01187B98E800
0.317833879,45527,0.428375417,443.24526,-13002,Metal,1,1.0,0,A Distant Voice,Sonny Simmons,,0.0,0.99,10.84083,0.0,1.34066,0.0,0.23,31.84666,"Sicily Island, LA",-91657,51,225610,Staying on the Watch,ARCNR3E1187B9B7030,0.270775999,SOBLTSM12A6D4F9EEA,430736,703,0.33736,0.985270123,4.0,0.0,ARDD9UN1187B98D3A7
0.345751247,85621,0.545110951,177.81506,-12004,Metal,1,4.0,2006,Openbare Weg,Mira,,0.0,159,1.66153,848,0.96449,695,554,37.15735675013362,"Tallahassee, FL",-63.933357868519515,673,473710,Openbare Weg,AR9U1SA1187B9940C1,,SOUQVUD12A8C142DCE,167.48,859,0.61541,0.893803057,4.0,612,ARJGNV61187B98F3B5
0.277561738,108061,0.483339422,385.33179,-8.37,Metal,0,8.0,2000,President Johnson,Citizen Kaned,,0.0,148,1.59705,0.0,0.49298,822,3048,37.15735675013362,Not available,-63.933357868519515,503,710902,Tip World Singles 2000,ARZPSGI1187B9994D3,,SOCRPDR12AB0185B75,382647,168,0.07835,0.961490955,4.0,1.0,ARSVI4L1187B996181
0.432011947,216195,0.559278494,324.44036,-11829,Metal,1,7.0,1995,Lead Me Lord,The Brooklyn Tabernacle Choir,,0.0,233,0.95031,0.0,0.38454,558,0.0,37.15735675013362,Not available,-63.933357868519515,718,341940,Praise Him...Live!,ARSA3561187FB58C37,0.405115722,SOXVBVL12AF72A600C,312239,0.0,0.38454,1.0,5.0,1.0,ARVJ0JK1187B98C9C0
0.325148571,132428,0.438887475,275.12118,-6.29,Metal,1,7.0,0,Spontanous Combustion,Ellen McIlwaine,singer-songwriter,1.0,93,0.8598,616,0.41287,699,0.34,36.16778,"Nashville, TN",-86.77836,527,766444,Spontanous Combustion,ARJKCI01187FB4EA22,0.242741879,SOIQHDR12AB01896C8,272933,741,0.41287,0.949727911,4.0,281,AR4PCIG1187B98D07D
0.414892612,168307,0.57810363,294.66077,-15761,Metal,0,5.0,0,Choro,Vince Guaraldi / Bola Sete,,0.0,79,0.15435,0.0,0.15435,238,864,37.77916,"San Francisco, CA",-122.42005,0.07,432406,From All Sides,ARLKR161187FB50694,0.386790177,SODLSHA12AAF3B29F2,282564,513,0.15435,1.0,4.0,0.0,AR1RHCO1187B9AF0BF
0.391585329,140956,0.502453177,193.20118,-27433,Metal,1,0.0,0,Ma Louise,Maurice Chevalier,french,1.0,45,0.56594,662,0.14386,371,497,37.15735675013362,"Menilmontant, France",-63.933357868519515,484,546663,Maurice Chevalier  The Essential Collection Vol 1,ARMC5XS1187B9A836B,,SOAGHMH12AB0180285,190003,0.21,0.14386,1.0,7.0,866,AR1X2H01187B98CCF2
0.384184259,130016,0.541975108,357.82485,-5701,Metal,1,1.0,1991,I Want You (Forever),Carl Cox Vs Yousef,uk,1.0,53,0.6235,1.0,0.16237,485,131,37.15735675013362,Not available,-63.933357868519515,427,548374,Dave Pearce Best of the Dance Years 1988 - 1992,ARRYBYF1187FB3929E,0.511254835,SORAVUP12AB018556E,353785,1.0,0.16237,0.947705021,5.0,1.0,ARBQBZV1187B99D29E
0.412671631,175769,0.683719468,198.3473,-8709,Metal,0,11.0,1997,Hate,Organized Konfusion,group,1.0,5,0.41054,1.0,0.0684,306,201,37.15735675013362,"SPRINGFIELD, Virginia",-63.933357868519515,0.22,704183,The Equinox,ARM2EJV1187B98EA13,0.460484845,SOFXNQP12AB0184F1A,182184,603,0.0684,1.0,4.0,0.7,AR9ODB41187FB459B2
0.628246419,100194,0.614870934,261.95546,-13627,Metal,1,7.0,2005,I Can't Stop Loving You,Martina McBride,country,2.0,82,0.2688,871,0.2688,0.96,0.0,37.15735675013362,"Medicine Lodge, KS",-63.933357868519515,634,307618,Timeless,ARMH4YI1187FB3F45E,0.488289876,SOGQTRZ12A8C13C8B0,253452,799,0.2688,0.939349522,3.0,1.0,ARF3GX71187FB3EB66
0.374271174,151911,0.626436382,176.27383,-11479,Metal,1,2.0,1985,Thank You Lord,Horace Andy,classic pop and rock,1.0,25,0.87289,1.0,0.4435,171,183,18.01571,"Kingston, Jamaica",-76.79731,239,784530,Feel Good All Over: Anthology 1970-1976,ARABKKO11F50C4D0A5,,SOBHVZQ12AC9618285,166911,1.0,0.23251,1.0,4.0,231,AR3PN3R1187FB4CEBD
0.384146444,119691,0.494681417,220.89098,-6302,Metal,1,9.0,0,How Can You Call That Beautiful (Stewkey Vocal),Nazz,,0.0,527,1.0873,0.0,0.58561,606,0.0,37.15735675013362,Not available,-63.933357868519515,475,534470,13th And Pine,AR3ES871187FB4E75B,,SOYPBCY12AB0181EF3,213107,584,0.34041,0.865512359,4.0,491,ARYWCFZ11E2835CFDD
0.393215104,161976,0.543866303,235.91138,-10466,Metal,1,10.0,0,Cheatin' In The Next Room,Tyrone Davis,,0.0,193,0.56138,1.0,0.19121,0.46,322,33.39847,"Greenville, MS",-91.03786,379,599659,Call Tyrone,ARVQZNK11E2835CDAC,,SOWRLSY12AC4687694,219725,769,0.19121,0.930353957,4.0,696,ARUT16P1187FB532A4
