artist.hotttnesss,tempo,familiarity,duration,loudness,terms,mode,key,year,title,location,artist.name,release.name,song.hotttnesss,PC1,PC2,PC3,PC4,artist_mbtags,artist_mbtags_count,bars_confidence,bars_start,beats_confidence,beats_start,key_confidence,end_of_fade_in,latitude,longitude,mode_confidence,release.id,similar,song.id,start_of_fade_out,tatums_confidence,tatums_start,terms_freq,time_signature,time_signature_confidence,artist.id
0.393121934,115061,0.527865076,198.73914,-7469,Indie ,1,7.0,2007,Spin,California - LA,Scarlet's Remains,The Palest Grey,0.450992312,-0.13510059892081,-0.0468635380742008,0.161428273121913,-0.205485772427289,,0.0,379,0.73465,268,0.28881,673,0.0,34.05349,-118.24532,579,709879,ARNM1OG1187FB3DE32,SOMSBGZ12AB018C4CB,193016,461,0.14044,0.974033549,4.0,731,ARLGWFM1187FB4AC9F
0.467538444,115887,0.668674533,95.68608,-2022,Indie ,1,2.0,2003,Burning In The Aftermath,"Detroit, MI",The Suicide Machines,A Match & Some Gasoline,0.528782481,0.858421742419594,-0.0515737943114251,0.115213299657764,0.0539919470686837,,0.0,987,0.90181,471,0.38075,421,0.0,42.33168,-83.04792,589,706005,ARGAFOR11F50C47F57,SONYRZV12AB018AF70,87806,0.84,0.12215,1.0,4.0,744,ARWYVP51187B98C516
0.735765693,139333,0.814829656,271.49016,-10358,Indie ,0,9.0,0,Angie (1993 Digital Remaster),"London, England",The Rolling Stones,Jump Back - The Best Of The Rolling Stones_ '71-'93,0.83449262,2.8565031677339,0.232624474010892,0.334976155787469,-0.623797404089739,british,4.0,797,0.15016,797,0.15016,301,171,51.50632,-0.12714,392,42595,ARSAIUN1187FB398D3,SONQBUB12A6D4F8ED0,263784,18,0.15016,0.999983058,1.0,0.0,ARFCUN31187B9AD578
0.350078579,117271,0.482356043,226.66404,-12716,Indie ,1,0.0,0,Sabor Guajiro,Not available,Roberto Torres,Lo Mejor con La Orq. Broadway,0.0,-0.546944030488657,-0.0106026316331118,0.220419578209134,-0.196018668012563,,0.0,16,0.86592,917,0.34973,863,311,37.15735675013362,-63.933357868519515,671,782470,AR1PNWN1187FB4A404,SOHGKJW12AC468A8BD,219.51,646,0.34973,1.0,4.0,453,AR6YDKV1187B989230
0.442765842,102428,0.661080168,190.48444,-15663,Indie ,1,3.0,1995,Human Cannonball,"Chapel Hill, NC",Loudon Wainwright III,Grown Man,0.510119314,0.687083529851257,-0.227022275150362,-0.0780662976534547,0.144940787667231,easy listening soundtracks and musicals,1.0,77,1.56662,799,0.37554,544,258,35.91463,-79.05661,596,28723,ARYXGMM1187B9AC285,SOINBCU12A6D4F94C0,177029,537,0.37554,1.0,4.0,496,ARV1JVD1187B9AD195
0.466628889,89984,0.701180874,277.78567,-6944,Indie ,1,2.0,2004,Glory Be,"Oxford, MS",R.L. Burnside,A Bothered Mind,0.482137585,0.968548086996178,-0.395922587016924,-0.284659412498497,0.20796086333072,delta blues,1.0,2,0.93659,885,275,0.0,0.24,34.36401,-89.51877,0.0,557761,AR3KUCG1187B9A0BEA,SOTWVQT12A58A79650,267453,963,275,0.980350471,4.0,0.0,AR7TTS41187B9B42D3
0.544257506,116721,0.73379894,248.78975,-7805,Indie ,1,1.0,1992,Crossfire,"Dallas, TX",Stevie Ray Vaughan,Greatest Hits,,1.52674965004287,-0.0480932475024003,0.0825542791396081,-0.0349409727981067,jazz and blues,1.0,8,0.74277,1.0,0.2077,754,183,32.77815,-96.7954,597,417945,ARZBUQ41187FB39D29,SOTSEJY12AB0180F56,246.19,867,0.2077,0.999791772,4.0,522,ART3O5Z1187B9AB043
0.452817838,123142,0.590692918,195.3171,-10.7,Indie ,1,7.0,2002,I Can't Be Satisfied,Not available,John Hammond,Bluesman,,0.447565179595506,0.0523563001417385,0.2467576484968,-0.221916327591766,folk,1.0,58,0.32071,651,0.32071,0.98,0.0,37.15735675013362,-63.933357868519515,753,575531,ARWBYRS1187FB3DE02,SOTSETT12AB01863B8,187617,672,0.32071,1.0,4.0,678,AR5U94U1187FB5CDCF
0.394217199,141919,0.665322162,175.72526,-10.93,Indie ,1,0.0,2006,Nashville Parthenon,Not available,Casiotone For The Painfully Alone,Etiquette,0.785892288,0.512039261399937,0.304453682840009,0.532214528053575,0.396387181167363,dance and electronica,1.0,2,0.74575,706,0.32409,522,734,37.15735675013362,-63.933357868519515,474,234425,AREX9GE1187FB41987,SOTUNMH12A6D4FA3E6,168699,1.0,0.11431,0.877629027,4.0,445,ARRJNTE1187FB44E12
0.33457736,95596,0.50407567,217.23383,-9493,Indie ,0,10.0,1995,Cocain Ducks,"Berlin, Germany",Ec8or,Ec8or,,-0.551670966979158,-0.299946146101301,-0.105140557783153,-0.0188185747174059,,0.0,24,0.47086,0.0,0.47086,5,1042,52.51607,13.37698,305,505301,AR3TG3X1187FB4D577,SOEPPKB12AB018418B,213496,283,0.15342,1.0,4.0,1.0,AR6IRG41187B9A4D98
0.479308459,154953,0.717670525,344.05832,-9253,Indie ,1,11.0,1974,Human Being,"New York, NY",The New York Dolls,Too Much Too Soon,0.561692411,1.17883360725172,0.471028201979987,0.682904155174656,0.20700470998364,punk,1.0,877,0.12284,877,0.12284,425,68,37.15735675013362,-63.933357868519515,486,74655,AR9B5JX1187FB55D84,SOGKIWV12A6D4F86C4,335029,0.56,0.12284,0.998786077,1.0,0.0,ARS1OWB1187B99EEAD
0.427914247,86091,0.669726188,251.42812,-12009,Indie ,1,7.0,2009,The More I See You,"Sao Paulo, Brazil",Eliane Elias,Bossa Nova Stories,0.43483809,0.633531071322979,-0.443235679722864,-0.321523209175288,0.259747335406744,brazilian,1.0,68,2.90946,675,0.14772,391,71,-23.56287,-46.65466,319,322532,ARCXKY91187B9ACA99,SOPHYIS12AAF3B35A3,237598,228,0.14772,1.0,5.0,551,ARGMXQW1187FB54C34
0.412240601,90218,0.569741152,269.7922,-11043,Indie ,1,7.0,1997,Certain Things We Do,"South Jamaica, Queens",Lost Boyz,Love_ Peace & Nappiness,0.405115722,0.116656300931698,-0.381313834617742,-0.23012594517804,-0.108884141931142,american,1.0,267,0.34237,1.0,0.34237,715,218,37.15735675013362,-63.933357868519515,614,14592,ARE352A1187FB40607,SOFHBAR12A6701D0FE,257416,466,0.34237,1.0,4.0,1.0,AROEL1B1187B988B90
0.40439264,133144,0.640048357,206.05342,-11506,Indie ,0,11.0,1977,Forming,"Los Angeles, CA",The Germs,Germicide,,0.439763294965519,0.188113279043118,0.402263547231995,0.235182495921386,los angeles,1.0,276,0.05314,276,0.05314,641,0.0,34.05349,-118.24532,597,515081,ARNFTGS1187B9A465F,SOCPRKM12AB018A2FD,206053,0.48,0.05314,1.0,1.0,0.0,AR8W8DN1187FB35ED0
0.383475745,205317,0.397772876,190.04036,-14179,Indie ,1,2.0,0,MafuA!,Not available,Yamandu Costa,MafuA!,,-0.657207046705422,1.16596568496828,1.55362587259008,-0.753588665506808,,0.0,599,0.31943,462,0.02559,105,0.0,37.15735675013362,-63.933357868519515,433,765750,AR9RJJI1187B9930AB,SOFGHAM12AB0186412,176924,626,0.02559,1.0,4.0,0.0,ARUWLCL1187FB549B8
0.500691341,180149,0.643182773,241162,-8531,Indie ,1,9.0,1986,Driving Home For Christmas,"Middlesbrough, England",Chris Rea,The Road To Hell Part 2,0.767727748,0.810240898400988,5.02651901702425,-2.660067554674,-0.21748026849866,rock,1.0,386,0.42366,0.0,0.0889,222,549,37.15735675013362,-63.933357868519515,403,17220,ARFWLXM1187B9B5EE5,SODHVES12A6701CE6B,230342,587,0.0889,0.961375214,4.0,0.0,AR3793X1187FB50CB3
0.338414819,102538,0.411421048,122.64444,-8541,Indie ,0,0.0,1966,Spooks In Space,Not available,Perrey And Kingsley,Vanguard Visionaries,0.43483809,-0.936511100306631,-0.20456749512262,0.0216715790973397,-0.451664482802263,,0.0,102,0.49054,0.0,0.49054,0.61,0.99,37.15735675013362,-63.933357868519515,489,617077,ARMNSQF1187FB57CB7,SOXIATP12AAF3B2184,109627,411,0.05812,0.947930118,4.0,869,ARINEWW1187FB5577E
0.523699078,84164,0.75100762,207.0722,-6629,Indie ,1,0.0,1985,Tous Les GarASSons Et Les Filles,"London, England",Eurythmics,Be Yourself Tonight,0.38293509,1.46458780369203,-0.482659874985868,-0.403280632301623,0.149113258317654,british,2.0,453,8.99358,777,2.31778,442,2583,51.50632,-0.12714,371,278999,ARGE7G11187FB37E05,SOGNQWU12A8AE4868F,202757,516,2.31778,0.947914829,4.0,853,ARDGB6U1187FB3AD07
0.266275286,125013,0.400433514,273.52771,-6305,Metal,1,1.0,2000,Sudanese Dance,Not available,Xcultures,One World One People,0.199238262,-1.31513645900632,0.105465526863955,0.385502181124527,-0.148456438374032,,0.0,23,1.21595,1.0,0.25377,652,2177,37.15735675013362,-63.933357868519515,694,466577,AREI7EO1187B98BE33,SOHMMMC12AB0181C42,268893,641,0.25377,0.942755424,4.0,1.0,ARNIFX51187FB418EA
0.337507289,113277,0.477364753,298.84036,-9998,Metal,1,5.0,0,Where The Thunder Roars (Tales Of Wonder Album Version),Not available,White Heart,Tales Of Wonder,0.265861049,-0.635709740034876,-0.0612779095162446,0.164887007506272,-0.155443230773496,,0.0,0.0,0.36873,443,0.36873,596,19093,37.15735675013362,-63.933357868519515,567,148547,ARIYJXD1187B98C70E,SOVJXVJ12A8C13517D,289.46,0.0,0.16818,1.0,4.0,872,ARCCRTI11F4C845308
0.36366811,96979,0.617870116,161.38404,-9161,Metal,0,5.0,1997,Wanna Be A Player,"Jamaica, West Indies",Heavy D / McGruff,Waterbed Hev,0.237733942,0.0990429993902321,-0.290857859529746,-0.121166472573005,0.344059390985593,,0.0,36,0.98426,883,0.36334,665,165,18.11526,-77.27348,606,423012,ARX1QYS1187B9A1F82,SOFZCTA12AB0188D8F,161384,262,0.05327,0.892334368,4.0,895,ARNVH8S1187FB52F86
0.579988982,140995,0.744641246,209.29261,-4865,Metal,1,8.0,0,Panama (Remastered Album Version),"Pasadena, CA",Van Halen,The Best Of Both Worlds,0.82448213,1.77889783295354,0.271606794540376,0.432959885353551,-0.167495810550816,classic pop and rock,1.0,812,0.34761,812,0.34761,455,0.0,37.15735675013362,-63.933357868519515,0.48,7133,ARZK3VD1187B99EB47,SOLRYQR12A670215BF,206623,775,0.14268,0.999932033,1.0,0.41,ARNLO5S1187B9B80CC
1.005941966,105206,0.845601887,229.61587,-4882,Metal,0,11.0,2004,Let's Get It Started,"Los Angeles, CA",Black Eyed Peas,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,0.624425493,4.28546958857391,-0.250359535864,-0.280621325990884,-1.81463021911907,pop and chart,1.0,933,1.1904,692,0.63902,205,0.0,37.15735675013362,-63.933357868519515,332,358442,ARV4KO21187FB38008,SOCHRXB12A8AE48069,213664,0.41,0.36332,1.0,4.0,1.0,ARTDQRC1187FB4EFD4
0.598458501,63017,0.905776889,426.89261,-12951,Metal,0,0.0,2000,Metal,"Cleveland, OH",Nine Inch Nails,Things Falling Apart,0.635536649,2.49639204746155,-0.775942535155876,-0.788426408562445,0.47307691643452,industrial rock,7.0,18,1.76242,1.0,0.80838,0.05,286,41.50471,-81.69074,395,15567,ARC4K2E1187B9B6FDA,SOKBBXO12A6701DEA0,399.9,1.0,0.33137,0.999945289,4.0,378,ARK9TRQ1187B99C095
0.479407676,144603,0.694021648,269.26975,-11751,Metal,0,9.0,0,She Fell Away (2009 Digital Remaster),Not available,Nick Cave & The Bad Seeds,Your Funeral... My Trial (2009 Digital Remaster),,1.06239416076034,0.332655508875734,0.534071104533039,0.103068613666155,seen live,2.0,23,0.85641,277,0.44094,52,3889,37.15735675013362,-63.933357868519515,142,413222,AR1XD261187B9ACF9B,SOWHYUG12A58A77FAB,262798,495,0.23321,1.0,4.0,0.0,ARODBRG1187FB3FD99
0.139247394,167.92,0.408389022,249.41669,-6693,Metal,1,2.0,0,Next Time,Not available,Nadine Renee,Oasis of Love,0.198785349,-2.04900476732314,-1.55121367252345,-1.44858954423449,0.536855283078862,,0.0,319,0.50432,0.0,0.14912,883,647,37.15735675013362,-63.933357868519515,728,80578,ARBKGAY1187B98DEBE,SOYSTDI12A6D4F6500,238434,662,0.14912,1.0,4.0,0.75,ARMBYRO1187FB57419
0.389100776,129122,0.606925359,136.48934,-9091,Metal,1,9.0,1963,It's My Party,"New York, NY",Lesley Gore,60's Triple set,,0.212634690009004,0.136248490100738,0.356241859216553,0.163903636463876,classic pop and rock,1.0,1.0,0.06727,1.0,0.06727,386,229,40.71455,-74.00712,632,26902,ARAJPHH1187FB5566A,SOOOROX12A6D4F8400,130026,782,0.06727,1.0,1.0,0.0,ARWY7I71187FB36C3D
0.322485106,132022,0.562463784,233.27302,-2658,Metal,1,0.0,2001,Complicate It,Not available,Smartbomb,Yeah.  Well_ Anyway....,0.0,-0.309967712594427,0.185048577601918,0.432632572385997,0.294309583770815,,0.0,9,0.64544,1.0,0.19348,0.53,386,37.15735675013362,-63.933357868519515,501,633532,ARJ8IIY1187B992734,SONSPZE12AB01819CE,231178,0.89,0.19348,0.981267204,4.0,782,AR6Y22S1187B99906F
0.335651839,183.92,0.481004583,187.24526,-4.42,Metal,1,1.0,2005,Monde De Fou,Minnesota,Suburbs,Un Titre de Toune,0.249065795,-0.758397055327837,-1.57382283787159,-1.53437306563753,-0.109560326672344,,0.0,0.87,302,0.87,302,842,107,37.15735675013362,-63.933357868519515,721,435830,ARWCDXY1187B989346,SOHWGFU12AB017B036,178625,598,0.13943,0.939709535,1.0,63,ARI5P4N1187FB3F44D
0.453391186,89867,0.742963152,72.61995,-11051,Metal,0,9.0,0,Opus a Satana (Part 2),Norway,Emperor,Live Inferno,,1.08902193193907,-0.40196307344892,-0.288613198748945,0.459406336614776,,0.0,47,0.73058,0.0,0.73058,0.0,0.0,64.55653,12.66538,0.0,495734,ARLSF8H1187B9A76B0,SOQQVQJ12AB0185192,68365,202,0.56271,1.0,4.0,476,ARYPWUK1187B98ACED
0.364384925,119896,0.58547954,272.63955,-9.97,Metal,1,2.0,0,This Melody (Live),FR,Julien Clerc,Vendredi 13 - 1981,,-0.0151550565329532,0.0187561940562984,0.229294614731532,0.192120696491173,french,1.0,259,1.21926,707,0.19064,633,2775,46.71067,1.71819,605,664484,ARLZ6BF1187FB3DD6A,SODRHHD12AB0189F2A,272.64,128,0.19064,1.0,5.0,921,ARW63KF1187B98AC48
0.481024239,137.29,0.67159627,142.75873,-11335,Metal,0,1.0,0,I'm Gone This Time,"Delight, AR",Glen Campbell,Unconditional Love,,0.804977548574585,-1.59820059641277,-1.63171432040151,0.0214190657477568,classic pop and rock,1.0,153,0.09896,1.0,0.09896,0.62,218,34.03142,-93.50243,814,112851,ARGIABO1187FB4B3B5,SOQGFVO12A8C13C8C3,135546,614,0.09896,0.970825545,4.0,0.0,AR8H87D1187FB3A841
0.343281882,82343,0.449323615,194.11546,-15581,Metal,1,5.0,2002,You Feel Good All Over,"Humboldt, TN",T.G. Sheppard,The Very Best Of,0.382723281,-0.767306758588059,-0.475415525457395,-0.293989230818697,-0.3032309978548,,0.0,635,0.52519,635,0.52519,1.0,89,35.82213,-88.91599,886,200689,ARGIABO1187FB4B3B5,SORABMD12A8C136672,182729,479,0.15887,0.998410062,1.0,387,ARLWR721187B9A03C9
0.386669092,91487,0.51644378,195.91791,-11.98,Metal,1,3.0,1990,Indian Love Call,"Tampa, FL",Slim Whitman,Country Lovers. Vol. 3,,-0.244712436928797,-0.360620669737696,-0.188016519263243,-0.220210165619364,,0.0,0.52,1.87142,431,0.61665,883,165,27.94653,-82.45927,735,682725,AR0IVGJ1187FB55D61,SOTUBVH12AB018D2EC,192087,444,0.20411,1.0,4.0,0.0,ARF4V431187FB3AA41
0.538070295,84.69,0.728209707,118.33424,-11215,Metal,0,9.0,1999,You Can Still Be Free,CA,Savage Garden,Affirmation,,1.33764682966305,-1.60743185623467,-1.66594418082502,-0.00812839288338769,australian,3.0,83,3.56292,489,0.22888,0.0,0.0,37.15735675013362,-63.933357868519515,0.0,287804,ARQM3CJ1187B9B7AD1,SOMQAGT12A8C132DB4,118334,105,0.22888,0.896826245,5.0,678,ARBGWMW1187B9AEA3E
0.552413346,115606,0.798645179,288.41751,-8165,Metal,1,2.0,2005,I Never Came,Not available,Queens Of The Stone Age,Lullabies To Paralyze,0.725121284,1.85382724291354,-0.0663074824044462,0.0466745703372452,0.213781012987892,stoner rock,3.0,2,0.68393,1.0,0.15338,0.08,113,37.15735675013362,-63.933357868519515,665,220917,ARRP8TZ1187B98DB84,SOKLLOH12A67020F2C,279179,1.0,0.15338,0.920686051,4.0,0.0,AR6G4V01187B9AD086
0.347598889,126523,0.445854631,123.21914,-12.69,Metal,0,7.0,0,Dixie,"Birmingham, AL",Hank Penny & The Lincoln Penny Orchestra,It's War Again,,-0.710693790669436,0.113230120381903,0.370825525988872,-0.348017287717947,,0.0,0.0,0.14694,0.0,0.14694,278,1001,33.52029,-86.8115,482,629785,ARZRHS51187FB47767,SONRLQH12AB017C232,118079,599,0.14694,1.0,1.0,0.0,ARVQ4QM1187B98AD95
0.398547535,113677,0.605109702,283.76771,-8.7,Metal,1,2.0,1990,Commercial Reign,"Manchester, England",Inspiral Carpets,The Singles,0.665172241,0.233284251558138,-0.0682485834623333,0.118780944452019,0.111984925959056,madchester,2.0,0.02,0.72006,779,0.18905,823,0.0,53.4796,-2.24881,0.69,11305,ARPATQ21187B9ACAFC,SODDZAD12A6701DC4C,271.83,1.0,0.18905,0.99732938,4.0,1.0,AR9AM2N1187B9AD2F1
0.421415103,86938,0.454043995,239.3073,-5758,Metal,1,2.0,0,Hourglass,Not available,Borialis,What You Thought You Heard,0.554654768,-0.356070342209026,-0.420678566549251,-0.254374106122413,-0.66884212707521,,0.0,69,1.76995,725,0.38749,569,182,37.15735675013362,-63.933357868519515,601,4967,AR7NMRP1187B99879F,SORENXV12A6701F61F,220264,542,0.04274,0.92892821,4.0,222,AR9XEVF1187B99D017
0.404182207,141936,0.543516131,206.75873,-4907,Metal,1,0.0,0,Wake,Not available,The Dirty Skirts,Daddy Don't Disco,0.304169503,0.0197984848813856,0.310438871673373,0.557786350360424,-0.195273345204569,durban,1.0,0.07,0.55647,1.0,0.13404,613,96,37.15735675013362,-63.933357868519515,656,325335,ARNB49G1187FB40678,SOYMMDY12AB01825B2,193115,843,0.13404,1.0,4.0,634,ARCFOZ71187FB43A0D
0.313569343,106049,0.42054585,134.81751,-8133,Metal,1,11.0,0,Caricia Y Herida,Not available,Flor Silvestre,15 Exitos Vol. 2 Flor Silvestre,,-1.01436747266567,-0.155630474759633,0.0808796317893801,-0.288983112681423,,0.0,613,0.24456,613,0.24456,847,0.0,37.15735675013362,-63.933357868519515,646,82932,ARTHFSQ12454A434C4,SOJWQIP12A6D4F710A,130723,0.0,0.24456,1.0,1.0,0.0,ARHFEBO11F50C4825A
0.148985481,126.88,0.373850623,285.64853,-9093,Metal,1,8.0,0,Le tortillard,"BA(c)zu, comme Superdupont, ne connait qu&#039;un pays : la France !",BA(c)zu,"Le top du pA""re NAPel",,-2.15459049686146,-1.55028500069581,-1.44489970161202,0.334966647568139,,0.0,275,1.1332,847,0.66297,508,397,37.15735675013362,-63.933357868519515,343,401583,ARRPPEU1187FB54D2B,SOOVOKS12AB017EE57,274727,647,0.42645,1.0,4.0,0.0,AR107SB1187B9A79F9
0.493566843,85008,0.743129776,124.18567,-10296,Metal,0,1.0,2001,WKYA (drop),"Newark, NJ",Redman,Malpractice,0.57010593,1.28212190444139,-0.469667925748004,-0.376743291328594,0.262656235441767,soul and reggae,1.0,58,2.95336,579,0.65164,74,0.0,37.15735675013362,-63.933357868519515,492,8552,AR05OJD1187B9B99A6,SORWHWY12A6702038E,121005,0.0,0.16161,1.0,5.0,1.0,ARXWAQQ1187B9AE954
0.31781096,133699,0.13818761,134.08608,-12839,Metal,0,4.0,0,TerA$?slintu,Not available,Solistiyhtye Suomi,20 Suosikkia / Rilluttele yAP,,-2.21661566560168,0.227500255492191,0.563184363061586,-1.57240735751131,finnish,1.0,0.0,0.14324,0.0,0.14324,718,4441,37.15735675013362,-63.933357868519515,674,217058,ARW1WST1187FB384DA,SOGYYLE12A8C13E5EA,130.38,0.0,0.14324,1.0,1.0,0.0,ARL6XZC1187FB3936E
0.331090126,118975,0.416141023,155.61098,-13.71,Metal,1,11.0,0,Now's The Time To Fall In Love,"New York, NY",Eddie Cantor,The Fabulous Eddie Cantor,,-0.932786186756501,0.0159945520904737,0.269807210006632,-0.397456793643947,,0.0,0.71,0.23005,0.71,0.23005,599,154,40.71455,-74.00712,517,489673,ARRL2QH1187B9AC814,SOITUXQ12AB0183AE9,150.75,1.0,0.23005,1.0,1.0,3,ARSDSMG1187B98CB59
0.349192218,102408,0.495559652,275.40853,-2119,Metal,1,9.0,0,Grim Prospects (Gross Prospects - Bad Trip Remix),Not available,Schizoid,Grim Prospects Remixes - Grim Prospects Will Never End,,-0.509724433898948,-0.208856429520644,-0.00672065810362067,-0.130140408906813,,0.0,104,0.94655,141,0.35387,376,0.0,37.15735675013362,-63.933357868519515,334,475992,ARP5GN61187FB5B1A3,SOTWEZZ12A8C142B60,272556,826,0.35387,1.0,4.0,395,AR3WMW01187B9921F7
0.316354001,112006,0.430538907,223.4771,-14438,Metal,1,0.0,1961,Mangos,"Aarhus, Denmark",Kai Winding,The Incredible Kai Winding Trombones,0.0,-0.949459635399738,-0.075269938005236,0.165699739956618,-0.259304089183047,,0.0,43,1.38242,761,0.33359,0.0,291,56153,10.20452,138,495041,ARE7JKW1187FB4A7CA,SOUVRGZ12A58A77F90,220026,783,0.33359,0.942971915,4.0,844,AR3C3C01187B98E800
0.317833879,45527,0.428375417,443.24526,-13002,Metal,1,1.0,0,A Distant Voice,"Sicily Island, LA",Sonny Simmons,Staying on the Watch,0.270775999,-1.02823924042323,-0.959405158734264,-0.837465171628075,-0.264168572142123,,0.0,0.99,10.84083,0.0,1.34066,0.0,0.23,31.84666,-91657,51,225610,ARCNR3E1187B9B7030,SOBLTSM12A6D4F9EEA,430736,703,0.33736,0.985270123,4.0,0.0,ARDD9UN1187B98D3A7
0.345751247,85621,0.545110951,177.81506,-12004,Metal,1,4.0,2006,Openbare Weg,"Tallahassee, FL",Mira,Openbare Weg,,-0.325656920194823,-0.436966299960758,-0.268373636031208,0.110562383859932,,0.0,159,1.66153,848,0.96449,695,554,37.15735675013362,-63.933357868519515,673,473710,AR9U1SA1187B9940C1,SOUQVUD12A8C142DCE,167.48,859,0.61541,0.893803057,4.0,612,ARJGNV61187B98F3B5
